UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL114018,17,11,17,19,68,99,58,112,3,412,32,36,81,80,137,127,54,80,6,631,27,30,34,39,200,215,117,118,12,787,32,70,70,96,78,79,60,33,17,532,30,57,92,106,164,116,39,30,12,645,19,119,63,55,48,35,21,27,4,388,15,23,24,22,62,59,52,74,9,341,13,100,50,48,61,58,22,25,10,385,0,4,5,0,15,8,10,13,19,74,190,447,434,476,839,795,436,512,88,4201
UCL114019,18,22,16,31,63,67,40,105,8,373,26,41,51,71,77,80,35,59,5,451,14,25,29,39,107,112,54,73,3,461,21,72,58,96,81,22,11,22,7,385,22,38,37,60,88,31,16,25,3,321,24,96,53,56,62,41,21,36,3,385,13,11,14,10,20,20,7,23,3,113,15,81,52,40,40,32,22,22,9,319,4,6,3,3,7,5,7,4,9,51,151,396,312,403,544,409,211,375,49,2861
UCL114020,19,12,13,16,48,55,47,121,3,340,15,35,27,43,111,99,57,103,3,503,11,12,12,22,94,105,61,106,4,428,16,32,45,66,85,46,34,23,16,364,14,30,27,66,108,67,26,28,3,374,12,50,30,40,54,34,17,26,11,276,4,16,4,20,57,63,19,74,3,257,10,42,40,24,54,51,25,44,12,310,5,0,3,0,15,7,5,8,14,55,106,227,207,298,630,531,281,539,79,2895
UCL114021,4,14,16,25,58,70,54,114,5,348,14,58,44,62,90,91,56,111,11,540,12,23,38,59,137,151,77,93,9,601,11,79,68,87,69,40,20,31,4,410,11,59,49,64,86,69,30,31,3,408,15,81,63,45,58,44,23,24,12,359,10,21,10,22,66,49,24,69,0,271,15,112,51,61,73,56,32,29,5,433,0,11,5,5,5,6,3,0,23,58,104,449,339,421,645,572,332,508,67,3424
UCL114022,10,21,13,24,50,63,34,93,3,312,32,51,62,84,112,86,34,56,3,520,15,34,27,54,113,125,57,88,16,539,31,86,77,94,67,39,20,20,18,453,17,48,46,74,122,51,24,10,3,390,21,93,60,63,46,33,26,23,7,380,10,24,15,28,46,43,26,69,5,258,17,107,72,64,74,60,28,31,9,465,7,4,6,6,4,9,3,6,22,60,145,465,385,495,640,504,252,400,89,3372
UCL114023,8,7,4,26,30,28,19,51,4,184,16,23,28,28,47,36,19,36,3,237,10,30,20,26,44,45,29,30,10,232,11,41,49,69,42,9,16,10,5,251,12,22,29,40,41,20,10,7,0,180,3,35,27,17,32,20,6,12,0,149,6,9,20,10,23,11,10,18,4,100,10,73,41,48,28,33,7,21,4,272,0,6,3,10,3,4,0,7,11,46,77,250,214,260,293,197,108,202,39,1647
UCL114024,8,7,4,19,48,51,28,86,0,259,21,21,25,41,68,98,38,84,3,400,9,14,24,19,93,122,52,66,10,414,4,39,32,52,63,32,15,27,8,269,10,33,36,44,79,38,14,11,0,264,4,82,38,32,44,18,20,20,5,253,14,7,13,23,60,44,36,63,3,262,19,63,43,39,55,49,19,20,15,316,3,3,3,0,9,10,0,6,16,48,105,264,221,272,525,454,222,385,50,2493
UCL114025,16,12,17,29,62,80,67,139,3,424,23,45,50,72,99,108,87,104,3,595,19,22,19,44,152,118,105,124,14,612,26,64,65,84,94,57,25,28,7,446,30,52,49,63,144,59,35,30,6,468,22,121,49,65,67,37,27,31,4,422,21,23,22,22,63,42,113,114,10,431,23,86,43,59,68,53,37,35,11,402,0,3,5,10,7,7,3,12,28,80,173,425,335,444,754,546,506,608,89,3880
UCL114026,3,9,14,26,41,54,37,87,4,270,25,51,59,79,84,98,44,81,3,513,17,25,21,48,71,114,57,91,9,444,15,74,75,88,43,31,21,21,7,363,6,59,47,62,72,51,14,21,4,343,10,61,47,40,39,19,11,20,3,249,0,10,7,17,15,17,13,37,5,122,13,79,32,32,31,35,13,23,6,266,3,0,4,4,4,3,3,4,15,43,82,363,315,382,401,412,209,381,53,2604
UCL114027,3,8,13,3,44,55,29,80,0,233,9,34,33,34,45,58,19,57,0,292,8,24,24,33,74,74,31,51,0,326,15,52,54,39,26,24,15,12,0,239,6,37,37,41,48,35,8,25,3,241,11,65,39,35,25,7,24,13,4,233,3,7,13,14,13,14,13,24,3,110,3,54,27,13,15,32,8,15,4,175,0,6,0,9,4,0,3,3,14,40,60,292,240,223,307,301,147,273,33,1881
UCL114028,15,7,12,17,23,39,25,57,0,188,21,25,44,22,35,32,18,28,3,224,10,23,12,31,51,54,21,36,7,235,10,38,29,35,42,27,17,16,7,209,3,22,21,41,49,29,4,13,3,185,10,47,12,33,25,17,11,10,7,172,5,3,14,3,17,18,11,17,0,80,16,46,29,20,26,36,10,25,8,216,3,0,3,3,7,3,0,0,11,37,88,210,177,204,273,245,110,190,48,1547
UCL114029,0,6,5,18,30,50,31,57,0,205,13,30,28,31,48,60,19,28,3,258,10,21,26,34,88,140,50,77,5,445,17,49,55,76,52,39,13,6,8,319,8,33,40,42,75,44,18,20,7,292,5,71,43,38,51,40,8,17,0,279,4,8,10,11,41,47,29,54,5,219,6,46,36,43,46,68,10,32,7,292,0,0,3,3,3,3,4,6,11,40,67,262,254,295,451,495,189,301,47,2346
UCL114030,12,7,9,15,38,30,22,79,3,216,19,18,34,32,62,65,43,55,3,330,12,23,16,32,59,81,64,110,7,397,3,52,46,53,53,14,8,17,0,252,7,29,39,51,62,31,30,15,3,258,12,55,37,43,41,26,15,11,3,228,11,10,13,9,43,45,54,128,11,311,10,82,55,45,67,30,26,30,13,363,4,0,0,3,3,3,0,6,17,34,86,273,251,279,420,318,264,449,60,2401
UCL114031,9,11,11,12,27,39,20,60,3,196,9,20,30,44,49,56,23,31,3,260,6,17,14,34,99,82,51,75,5,382,17,48,45,94,52,24,9,17,0,318,18,23,31,51,90,43,19,20,3,293,12,65,45,53,59,27,19,10,0,288,14,14,13,10,48,27,27,53,3,216,20,61,38,39,53,47,27,25,10,317,0,0,4,0,5,0,4,5,18,41,101,265,226,340,491,352,195,302,42,2324
UCL114032,6,10,12,19,33,44,33,54,0,221,25,22,53,48,63,54,31,68,5,373,12,39,24,30,64,63,20,54,3,301,18,47,52,47,37,16,10,21,3,249,10,47,24,44,44,25,12,12,0,213,8,52,35,31,25,12,10,18,3,201,5,7,8,18,9,6,3,13,3,77,9,60,31,40,26,18,17,12,14,225,3,5,3,3,0,3,0,0,12,33,93,288,239,278,306,249,134,256,48,1888
UCL114033,11,3,3,5,9,29,13,36,3,108,0,11,8,17,16,13,12,5,4,84,10,12,7,14,31,45,16,13,3,147,8,23,9,23,18,3,3,5,0,99,12,11,15,14,15,19,0,0,3,83,4,16,20,8,6,8,0,3,0,71,4,3,0,3,10,13,5,7,0,50,5,22,9,9,25,21,3,8,3,109,0,0,0,4,4,0,5,0,8,15,49,98,79,96,133,152,68,79,20,778
UCL114034,11,6,11,16,54,60,29,96,0,290,29,29,38,47,87,77,57,59,3,425,15,16,15,28,76,97,42,50,7,356,21,41,50,63,70,42,23,24,10,343,13,47,41,34,103,41,21,29,3,338,5,41,31,36,34,18,16,16,0,202,8,3,8,6,34,21,19,48,3,148,3,64,29,35,30,32,20,21,10,235,3,3,0,4,11,3,4,3,15,55,116,256,224,273,495,405,228,342,51,2390
UCL114035,9,13,13,13,37,64,45,83,4,280,13,16,37,33,63,69,37,72,0,339,17,28,17,27,94,96,36,50,10,372,17,52,51,67,43,31,19,20,3,303,7,28,42,52,89,34,14,21,4,289,13,81,53,61,53,29,30,27,3,344,5,8,12,12,32,21,11,50,6,171,14,100,43,71,100,55,38,29,15,463,3,3,0,0,5,0,3,0,21,30,95,317,264,339,523,400,229,351,63,2590
UCL115001,0,0,5,4,5,12,5,16,0,55,0,0,6,9,11,6,8,12,0,57,3,9,8,11,39,36,30,36,3,169,5,13,18,17,5,6,0,4,0,71,3,7,10,12,23,12,6,4,0,81,0,27,14,15,10,5,3,3,0,80,11,7,11,9,24,20,27,45,3,156,4,27,10,12,35,15,9,10,3,126,0,0,0,0,3,0,0,0,4,11,29,86,78,105,157,114,89,126,19,801
UCL115002,3,0,0,3,5,13,8,28,0,66,3,3,7,10,18,20,14,13,0,94,3,4,3,8,24,42,27,27,0,135,3,12,10,18,10,6,3,3,4,82,3,14,9,10,35,22,12,7,0,111,0,22,9,7,12,7,0,3,0,71,0,3,0,4,18,16,8,19,0,67,4,11,6,6,12,21,6,3,0,68,0,0,0,0,5,4,0,5,3,12,23,67,56,71,139,145,80,115,7,709
UCL115003,0,3,4,0,15,14,9,20,0,71,3,22,12,23,22,20,6,13,0,128,4,4,3,16,15,9,10,11,0,73,3,17,11,23,6,4,3,3,0,70,7,10,8,7,20,6,0,0,0,54,0,13,6,12,3,3,6,0,0,43,0,4,3,5,5,4,3,10,3,27,3,12,15,21,9,6,4,5,3,86,0,0,0,0,0,0,0,0,7,6,17,79,65,106,99,72,37,67,11,557
UCL115004,0,0,6,4,5,7,0,26,0,49,3,5,5,7,6,17,3,4,0,52,0,3,4,4,15,21,5,12,0,63,0,3,15,18,10,7,4,3,3,65,4,7,9,15,13,6,0,0,0,53,0,9,4,0,0,0,3,3,0,25,3,3,3,8,18,12,3,23,3,68,0,21,10,9,19,16,3,11,3,95,0,0,0,0,0,0,0,0,3,15,14,49,48,66,90,84,29,79,16,475
UCL115005,3,4,12,9,19,30,7,34,0,123,12,31,37,35,27,45,14,36,0,235,6,8,3,12,4,29,7,10,3,88,3,21,9,14,13,11,8,0,3,86,0,17,5,17,10,8,8,4,0,70,0,19,8,18,3,10,8,5,3,80,0,0,3,3,5,6,4,5,0,25,3,23,9,8,8,5,3,0,4,61,3,0,0,4,0,0,0,3,3,15,34,125,97,123,101,150,55,95,16,784
UCL115006,0,5,5,18,20,36,33,55,5,178,11,17,19,22,36,43,17,21,3,184,14,3,8,20,68,75,39,65,6,290,4,20,31,29,34,14,11,11,3,152,5,18,28,24,56,41,17,13,0,192,15,45,27,18,29,11,11,14,0,165,4,3,8,9,30,26,15,54,0,162,5,35,26,21,27,25,15,13,3,166,0,0,0,0,0,9,0,3,4,21,66,152,147,155,297,283,156,235,29,1522
UCL115007,4,0,5,4,6,5,4,27,0,53,6,3,7,14,10,8,7,11,0,66,3,0,10,3,8,12,9,13,0,53,0,9,9,9,4,8,5,0,0,46,0,5,0,5,11,3,0,0,0,32,0,9,5,6,3,0,0,3,0,33,3,0,4,3,6,3,3,6,0,30,0,18,11,8,4,10,3,10,0,69,0,0,0,0,6,3,0,0,4,16,17,48,52,60,55,56,33,73,7,404
UCL115008,4,0,0,10,15,11,11,45,3,107,4,3,9,13,12,18,16,15,0,86,4,4,4,14,29,21,12,23,0,103,4,14,11,19,10,6,3,5,0,82,5,13,14,15,11,12,3,8,0,76,3,19,11,8,6,8,4,4,0,60,3,3,0,3,11,12,5,15,0,47,11,15,14,20,15,26,6,10,9,119,0,0,0,0,0,0,0,3,7,15,48,77,63,95,106,113,62,118,17,701
UCL115009,3,0,4,7,5,5,4,14,0,36,0,4,5,8,5,15,0,9,0,43,0,0,7,0,5,12,3,6,0,36,0,9,6,6,3,3,0,13,0,45,3,6,9,3,5,0,0,0,0,32,3,8,6,10,0,3,0,0,0,26,0,0,3,0,3,0,0,3,3,11,3,8,11,4,8,12,0,4,0,56,0,0,0,0,0,0,0,0,0,0,15,35,38,39,37,53,18,46,7,291
UCL115010,0,0,0,8,10,7,3,17,0,53,6,0,13,9,18,15,9,6,0,73,0,3,3,4,33,15,22,16,3,107,7,9,18,23,8,4,7,3,0,86,3,5,5,12,15,10,9,4,0,59,4,11,13,4,16,10,3,5,3,68,0,0,3,7,8,8,4,10,0,41,0,14,11,13,13,11,8,4,0,71,0,0,0,0,4,4,0,3,4,13,23,59,69,86,117,82,62,59,13,568
UCL115011,5,4,4,7,4,4,6,8,0,35,3,4,6,4,11,3,4,4,0,33,0,4,3,5,8,8,3,10,3,42,3,5,4,8,11,7,0,3,3,50,0,10,0,3,8,3,4,0,3,32,0,0,4,6,0,0,0,0,0,14,5,3,0,0,10,13,8,18,4,60,5,4,3,32,31,13,6,11,3,116,0,0,0,0,0,0,0,0,7,13,27,40,32,63,89,57,27,53,24,402
UCL115012,10,7,9,15,21,19,22,37,0,137,9,20,23,37,50,49,19,23,3,232,7,15,15,11,46,57,18,21,4,188,11,40,26,39,35,16,13,18,5,196,8,15,23,30,46,25,12,12,0,172,9,54,26,36,26,9,21,8,0,188,0,7,6,9,20,24,13,18,5,97,18,57,50,42,74,84,30,18,7,360,0,0,3,0,3,3,3,3,8,31,74,219,180,218,312,281,141,146,34,1599
UCL115013,4,12,4,15,28,27,10,26,3,129,18,40,44,67,51,46,21,37,3,315,3,16,21,22,22,27,10,17,0,146,4,36,31,43,19,11,8,11,0,169,3,12,21,22,25,11,6,9,0,99,4,37,13,20,20,9,7,7,0,111,0,6,3,3,15,8,3,3,0,43,3,29,13,23,19,12,4,4,3,111,0,0,3,0,4,3,0,0,7,18,40,181,169,209,189,145,73,120,18,1144
UCL115014,0,3,6,10,10,9,6,15,0,67,3,11,9,10,8,13,8,6,5,69,3,3,10,11,18,14,13,11,3,89,4,17,15,18,10,3,3,8,0,68,0,10,4,10,9,4,6,0,0,40,0,15,15,5,9,3,5,7,0,63,0,0,0,0,3,3,3,3,0,19,0,20,5,7,4,4,0,8,0,57,0,0,0,0,0,0,0,0,4,6,17,87,66,64,78,61,34,63,22,483
UCL115015,4,6,13,11,8,23,13,31,0,112,3,29,29,29,25,31,21,24,0,196,5,9,3,5,21,23,28,17,0,115,4,18,14,3,7,9,0,9,3,64,5,10,16,10,10,11,7,3,0,81,3,18,17,4,5,14,3,8,0,73,0,3,0,0,4,3,4,3,3,22,0,11,9,9,3,3,9,3,0,45,0,0,0,0,0,3,0,0,0,14,30,112,98,85,86,118,80,94,15,716
UCL115016,0,3,3,5,4,8,0,11,0,42,3,6,3,5,9,6,3,7,0,49,0,0,0,9,13,8,5,3,0,41,3,3,3,15,6,3,3,3,0,40,3,10,0,6,7,3,3,4,0,37,0,4,3,4,3,0,0,0,0,17,0,5,0,5,3,3,4,7,0,23,0,7,9,9,5,8,0,3,0,46,0,0,0,0,0,0,0,0,0,0,15,38,26,54,62,42,20,45,3,298
UCL115017,8,12,10,13,36,53,25,66,0,226,12,72,81,68,84,87,33,75,7,531,9,23,22,26,43,43,23,32,5,232,9,40,43,42,31,12,11,15,0,203,10,37,32,33,36,26,14,10,0,197,3,40,17,22,16,9,5,25,3,142,5,6,0,10,19,20,14,12,0,83,4,59,33,21,23,5,12,5,0,161,3,0,0,0,3,3,0,3,3,17,64,288,239,238,290,262,128,251,23,1783
UCL115018,4,0,5,3,11,24,10,29,6,96,3,11,12,17,14,22,10,17,0,115,5,10,8,10,39,44,31,45,0,191,3,31,30,32,18,19,6,9,0,148,7,7,19,22,39,19,14,3,0,133,3,22,18,13,17,5,6,9,3,100,4,8,11,3,21,19,30,62,7,164,6,44,19,19,42,25,25,29,0,204,0,0,0,0,4,3,0,0,6,25,41,145,112,126,212,177,134,204,29,1179
UCL115019,0,4,3,6,5,4,11,26,0,70,0,3,8,6,10,14,8,9,0,61,0,5,5,8,17,12,16,15,3,72,0,12,15,17,0,3,0,4,0,56,3,8,8,6,16,6,3,3,0,54,0,11,5,6,0,0,0,3,0,30,0,4,0,0,7,8,22,41,0,88,3,13,12,10,20,14,14,3,0,83,4,0,0,0,3,0,0,0,4,16,16,62,51,62,85,63,70,106,13,517
UCL115020,5,4,6,14,20,22,19,34,0,126,11,22,22,32,52,52,35,27,3,257,3,12,15,20,36,48,11,35,0,181,3,29,21,35,21,13,14,12,4,153,7,10,19,28,31,18,5,10,0,134,8,32,22,12,17,14,4,12,0,109,5,4,7,4,5,7,10,12,4,54,7,31,22,9,12,13,4,9,0,116,0,3,0,0,0,3,0,0,8,16,46,147,145,160,194,194,98,148,24,1157
UCL115021,0,3,4,4,5,15,5,36,0,67,4,5,3,8,11,13,6,7,3,50,5,10,4,8,13,10,10,11,6,81,0,0,7,12,12,6,6,5,0,55,0,9,6,6,15,7,4,3,0,49,0,6,8,10,3,0,4,5,0,43,0,0,3,6,9,11,3,5,0,37,0,13,16,0,15,7,8,8,5,71,0,0,0,0,0,0,0,0,0,4,16,47,53,57,80,75,36,89,13,468
UCL115022,3,0,0,0,13,12,9,34,0,76,6,4,11,14,33,38,6,20,0,133,0,3,4,14,19,22,4,13,0,73,3,3,10,26,55,11,17,15,0,142,3,9,3,6,26,17,8,7,0,70,3,6,4,7,10,6,4,4,0,48,3,3,5,0,6,12,9,13,0,52,0,19,8,8,17,19,5,6,0,81,4,0,0,3,0,5,3,3,8,21,23,45,50,79,178,144,68,106,12,697
UCL115023,0,5,3,3,10,10,14,27,0,75,5,14,14,18,25,34,9,21,0,138,3,8,4,7,27,44,25,18,4,147,3,22,19,17,20,14,4,9,0,105,3,12,12,11,28,19,10,9,0,103,3,11,6,5,11,11,11,12,0,64,0,3,0,3,7,4,13,14,0,48,3,17,10,8,3,7,7,4,0,68,0,0,0,0,0,3,0,0,0,10,23,90,76,77,136,150,89,107,7,756
UCL115024,8,0,0,9,9,12,12,29,3,84,5,18,12,16,10,17,12,19,0,109,0,10,14,10,8,16,10,10,0,77,0,4,3,11,13,7,4,7,0,54,0,5,10,9,16,9,0,3,0,56,0,8,5,6,8,4,0,7,0,42,0,8,3,0,8,8,3,11,0,38,4,12,3,9,5,9,5,10,0,53,0,0,0,0,0,3,3,0,6,15,22,63,52,71,65,93,49,100,9,521
UCL115025,4,3,8,8,6,24,15,40,0,107,6,0,13,14,27,33,14,28,3,131,8,11,8,7,45,55,48,68,0,250,7,17,22,28,16,14,3,8,0,116,15,14,34,25,28,25,10,11,0,152,0,33,17,13,14,12,9,8,0,106,10,3,9,17,47,40,40,63,4,234,3,27,17,14,26,20,12,9,0,135,3,0,3,0,3,0,0,6,0,18,54,111,128,121,220,213,148,238,11,1250
UCL115026,3,5,10,6,11,20,22,32,0,102,9,9,26,19,48,37,21,23,3,203,3,13,7,10,38,37,7,15,5,150,4,26,24,25,15,8,3,6,0,110,4,18,12,26,28,6,0,0,0,102,0,19,12,10,14,14,4,6,3,88,0,0,0,4,7,6,6,5,0,34,3,28,9,12,7,9,5,0,3,65,0,0,0,0,0,0,0,0,3,13,37,121,97,115,177,146,65,91,21,864
UCL115027,4,9,7,18,6,17,3,24,0,87,5,14,15,17,13,20,4,13,0,116,3,13,12,14,19,21,3,13,0,101,3,22,12,23,12,3,3,8,3,86,3,20,10,14,15,7,3,3,0,70,0,16,14,8,10,5,4,0,0,55,5,3,5,3,3,3,4,5,0,29,4,15,17,14,15,6,5,0,0,78,0,4,0,0,0,0,0,0,0,5,25,110,89,102,91,84,28,74,8,615
UCL115028,0,0,3,4,6,4,3,9,3,33,3,3,3,4,9,9,3,3,0,36,0,12,10,4,12,8,13,7,0,67,0,14,8,15,4,6,0,0,4,53,0,0,3,8,10,10,3,5,0,38,3,9,4,6,9,4,3,5,0,47,0,4,4,3,6,5,3,15,0,46,3,10,3,3,13,10,0,3,0,55,0,0,0,0,0,0,0,0,3,11,18,57,42,53,61,54,30,48,10,376
UCL115029,4,10,11,15,9,19,15,35,0,122,12,30,33,27,24,37,18,23,8,205,0,12,16,12,22,43,17,22,5,145,3,21,18,27,18,12,14,4,0,113,0,23,6,21,23,18,13,19,0,131,4,30,10,11,10,9,0,8,0,82,0,0,7,6,7,5,4,10,0,45,4,29,18,9,8,3,9,4,0,88,0,3,0,3,3,0,0,0,0,17,34,157,124,132,134,143,82,126,17,945
UCL115030,3,10,9,13,13,25,19,33,0,127,13,39,34,32,38,49,21,39,5,266,3,9,13,4,23,50,17,23,3,145,5,21,16,21,14,11,4,10,0,107,3,15,13,17,22,21,5,11,0,108,4,15,14,8,8,3,3,7,0,62,0,3,0,3,7,5,0,6,0,27,3,15,9,11,6,21,4,6,0,71,0,0,0,0,5,4,0,0,4,16,36,126,108,102,133,188,85,136,16,929
UCL115031,13,9,8,25,63,77,49,92,5,348,30,15,25,33,77,71,43,57,6,354,9,16,13,24,45,70,44,57,4,273,10,37,13,17,30,25,12,21,9,172,22,23,20,44,103,85,33,31,4,353,3,40,9,16,16,7,8,6,0,105,4,6,5,7,5,11,5,24,3,70,4,24,11,10,12,20,3,7,0,86,0,5,0,0,5,4,3,3,7,26,91,164,100,177,354,365,202,306,32,1794
UCL115032,0,0,0,0,26,13,13,24,0,76,0,3,14,12,18,13,6,8,3,82,9,7,5,12,31,34,30,36,5,161,3,13,8,27,22,6,9,4,3,93,9,7,16,19,25,23,5,10,0,112,7,22,14,13,15,13,3,3,0,91,6,3,3,6,28,18,14,35,10,123,0,15,7,8,32,17,16,15,6,113,0,3,0,0,0,0,0,0,3,8,36,68,74,99,198,144,91,133,26,863
UCL115033,5,3,5,5,15,25,24,41,3,125,10,18,27,30,58,57,29,51,0,293,3,5,7,19,53,48,25,45,0,209,5,29,20,38,33,10,12,12,5,166,8,20,14,23,70,23,11,14,3,180,13,35,22,18,28,25,9,15,0,166,4,3,0,8,19,15,15,20,4,90,4,24,9,32,30,23,6,12,0,140,0,5,0,3,0,0,0,0,5,16,56,139,111,175,308,231,141,210,23,1391
UCL115034,3,3,3,7,18,27,18,48,0,117,3,25,15,31,29,25,19,36,3,183,5,8,10,12,38,48,14,30,9,170,10,25,22,40,24,8,14,7,0,155,5,10,16,23,32,26,12,7,0,118,5,53,12,17,18,20,3,9,0,136,0,3,4,3,5,8,5,14,0,49,3,32,15,19,20,19,3,12,0,120,4,0,0,0,3,0,0,0,11,19,40,160,105,150,177,187,81,158,24,1084
UCL115035,0,0,0,9,11,11,16,35,3,80,13,19,16,28,23,29,12,33,4,169,0,0,3,7,19,17,15,6,0,70,3,15,9,9,14,3,3,4,0,72,0,10,8,17,21,11,0,0,0,73,0,37,12,4,0,3,0,11,0,73,0,3,4,0,0,3,3,9,0,25,5,22,0,3,3,0,0,3,0,44,0,0,0,0,0,0,0,0,0,3,25,114,64,73,98,84,50,98,11,605
UCL115036,0,4,0,5,4,13,6,29,0,66,0,3,11,8,16,12,12,7,0,79,0,6,6,5,5,25,9,14,0,72,3,14,12,20,17,5,3,0,0,78,3,8,8,13,16,7,0,0,0,49,0,12,7,10,13,0,3,0,3,46,3,0,0,3,3,3,15,9,4,43,0,19,6,10,17,20,0,4,0,80,3,0,0,0,0,0,3,0,5,10,15,74,53,82,85,83,45,69,16,522
UCL115037,5,5,7,4,22,25,20,69,3,159,12,7,5,14,26,42,28,76,4,223,15,15,11,11,29,53,54,117,4,326,15,14,25,38,31,9,10,15,5,164,9,15,15,27,38,18,16,17,0,154,5,11,12,25,18,13,3,11,3,99,14,12,5,7,22,26,63,147,7,309,10,27,40,21,26,23,8,23,3,173,0,0,0,0,6,3,4,7,7,26,86,113,121,151,222,204,207,488,41,1634
UCL115038,0,0,3,7,11,12,11,26,0,60,3,14,10,15,14,23,3,9,0,88,3,6,9,8,19,37,7,26,0,122,3,14,20,14,12,13,8,7,0,94,0,12,6,12,15,11,8,6,3,76,0,18,9,11,14,7,0,7,0,62,0,6,4,3,10,12,6,9,0,49,4,13,13,13,17,13,3,6,3,86,3,0,0,0,0,0,0,4,0,8,19,88,76,70,111,126,57,95,12,652
UCL115039,5,5,0,6,13,27,15,57,6,138,4,11,6,20,20,37,11,25,5,144,3,10,7,7,17,46,29,29,4,158,15,23,25,32,23,18,7,8,3,159,3,13,9,19,23,17,3,3,6,99,8,17,7,11,16,17,5,12,6,92,10,5,12,6,3,28,12,34,3,110,4,28,16,19,20,17,6,19,3,123,3,0,0,4,0,0,0,3,14,24,47,110,85,128,129,213,89,186,50,1042
UCL115040,6,0,3,3,8,11,10,22,0,72,7,3,4,19,23,29,7,13,3,106,0,0,3,8,15,27,10,13,0,88,7,10,14,11,28,15,3,8,0,90,7,3,7,6,23,9,4,3,0,74,0,18,8,9,10,9,0,5,0,56,4,4,0,7,10,14,9,7,0,60,3,12,8,15,11,19,5,9,0,79,0,0,0,0,0,0,0,0,3,5,25,66,49,76,137,138,53,87,7,638
UCL115041,3,4,3,7,10,22,6,35,0,88,8,7,8,20,25,22,24,29,0,142,3,7,4,8,28,18,12,19,4,104,9,22,16,39,33,8,3,10,3,139,0,8,14,15,29,9,6,9,0,80,4,15,14,21,16,8,3,9,0,84,5,3,4,4,9,6,11,4,3,49,3,31,12,11,24,16,7,8,0,111,3,0,0,0,0,0,0,0,8,13,35,88,71,118,176,109,73,112,19,814
UCL115042,3,4,5,5,10,11,9,30,0,86,11,3,3,7,18,25,21,18,0,109,5,8,3,9,28,27,7,11,4,107,9,12,17,24,35,8,8,0,8,118,7,9,15,16,26,18,6,3,3,101,0,9,8,10,9,11,3,3,0,57,3,0,4,3,18,11,5,12,5,66,3,15,12,23,25,15,4,13,6,124,3,0,0,0,3,0,0,0,8,18,41,71,62,102,175,133,67,89,31,774
UCL115043,0,0,0,3,8,9,10,21,0,58,8,5,11,19,14,20,10,15,0,96,3,4,8,3,20,28,6,31,0,105,5,14,17,25,12,3,3,8,0,84,0,13,7,12,14,10,3,6,0,63,0,17,9,4,10,9,3,4,0,51,4,3,5,6,8,3,6,7,5,40,5,20,9,13,21,14,13,9,6,107,0,0,0,0,0,0,3,0,3,15,26,71,67,84,106,91,57,109,8,621
UCL115044,0,6,3,11,7,12,11,38,0,92,7,3,14,11,18,20,20,18,3,107,8,7,13,22,44,39,10,13,3,161,10,10,15,27,18,6,10,5,0,107,3,11,19,17,20,17,4,5,0,86,8,9,12,21,7,4,3,5,3,71,3,3,3,6,24,12,3,11,0,66,3,19,8,12,23,12,8,13,4,105,0,0,0,0,3,4,3,0,4,14,43,76,93,121,163,128,73,108,20,818
UCL115045,0,3,3,8,14,22,14,30,3,95,12,13,23,24,45,46,17,30,4,206,6,11,18,28,48,56,13,40,10,220,13,29,27,31,35,19,12,9,0,171,3,28,22,20,33,15,0,7,3,128,5,20,13,12,23,11,9,5,0,107,3,3,10,12,12,13,3,14,0,68,8,40,22,13,19,15,10,12,0,137,3,0,0,0,5,7,3,5,3,26,55,149,140,148,214,211,69,148,28,1155
