UCL_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL101001,..,308395,308395,382429,44765,427194,243382,15236,258612,258730,6918,265647,114596,2768,117366,67015,2087,69102,1066150,380174,1446323
UCL102001,..,4100,4100,3748,317,4065,2137,52,2185,2110,6,2119,896,3,902,323,0,325,9220,4481,13701
UCL102002,..,30670,30670,35729,2932,38665,16749,409,17157,16931,124,17055,7356,43,7400,3452,12,3460,80219,34189,114410
UCL102003,..,7333,7333,8200,782,8983,2950,98,3047,2719,23,2742,1119,3,1121,532,4,536,15522,8241,23767
UCL102004,..,32527,32527,38410,3786,42193,18127,1176,19308,17879,402,18280,6901,125,7021,2669,95,2767,83986,38107,122093
UCL102005,..,23297,23297,28641,2494,31131,14410,725,15141,15069,318,15384,6321,103,6423,2978,63,3038,67413,26993,94407
UCL111001,..,5888,5888,5752,591,6349,2475,124,2600,2292,48,2342,933,8,943,377,4,381,11833,6666,18506
UCL111002,..,6324,6324,8882,583,9467,4568,92,4661,4603,15,4624,1973,4,1982,898,6,907,20932,7031,27965
UCL112001,..,2314,2314,2156,257,2414,920,84,1006,769,43,815,354,18,368,187,0,184,4387,2716,7104
UCL112002,..,3329,3329,3535,400,3936,1673,91,1766,1676,43,1712,747,10,757,351,3,358,7985,3876,11861
UCL112003,..,3693,3693,3677,413,4090,1562,46,1600,1355,13,1370,563,3,573,256,8,259,7414,4168,11578
UCL112004,..,2291,2291,3127,145,3271,1020,19,1032,961,10,968,460,3,465,198,0,196,5762,2462,8225
UCL112005,..,2083,2083,2431,205,2633,1145,15,1165,1044,9,1051,489,3,492,210,0,210,5313,2313,7631
UCL112006,..,5394,5394,6071,621,6693,2532,86,2623,2146,36,2179,971,9,977,494,3,499,12216,6151,18365
UCL112007,..,3390,3390,3773,343,4113,1949,76,2021,1582,10,1595,812,0,809,422,0,419,8530,3826,12359
UCL112008,..,2690,2690,2660,178,2838,1156,22,1182,1017,4,1018,461,8,460,234,7,237,5518,2901,8421
UCL112009,..,3466,3466,3137,429,3566,1432,79,1509,1184,30,1215,545,6,558,262,0,259,6560,4012,10572
UCL112010,..,175,175,244,15,258,105,0,105,139,0,139,68,0,68,17,0,17,561,189,755
UCL112011,..,3340,3340,3629,286,3912,1647,40,1687,1384,16,1395,625,4,628,332,3,337,7615,3684,11298
UCL112012,..,4060,4060,4162,354,4522,1911,43,1953,1848,36,1882,852,13,866,401,3,402,9171,4514,13690
UCL112013,..,5537,5537,6582,526,7108,2195,84,2273,1957,28,1984,834,4,841,328,0,327,11895,6175,18070
UCL112014,..,3914,3914,3977,367,4342,1792,64,1859,1509,21,1529,669,9,676,350,13,368,8296,4391,12685
UCL112015,..,5145,5145,5745,543,6285,2502,137,2639,2298,38,2341,1178,6,1191,512,6,518,12237,5876,18116
UCL113001,..,2653,2653,2549,222,2770,770,31,797,624,11,634,231,3,231,60,0,60,4235,2923,7156
UCL113002,..,1561,1561,1747,110,1856,488,15,507,353,0,359,176,0,176,117,0,117,2884,1692,4573
UCL113003,..,2532,2532,2348,169,2519,929,13,940,720,3,718,293,0,294,142,0,142,4428,2716,7142
UCL113004,..,586,586,835,37,871,233,10,243,270,3,274,121,0,121,36,0,36,1493,636,2125
UCL113005,..,2991,2991,3436,228,3663,879,19,892,640,3,649,239,0,239,138,0,138,5333,3245,8577
UCL113006,..,2139,2139,2039,179,2220,829,17,852,694,5,697,331,0,331,197,0,197,4100,2344,6436
UCL113007,..,1613,1613,1896,152,2053,889,36,924,1005,11,1024,489,8,494,231,8,238,4503,1841,6348
UCL113008,..,1160,1160,1098,108,1203,512,14,525,390,7,401,194,3,198,151,0,153,2350,1285,3640
UCL113009,..,1130,1130,1888,96,1979,713,8,718,729,0,731,335,3,337,110,0,110,3775,1235,5013
UCL113010,..,1582,1582,1826,142,1966,974,10,988,879,6,888,412,0,415,217,0,217,4312,1745,6054
UCL113011,..,1757,1757,1444,106,1550,615,4,626,494,3,499,195,0,194,98,0,98,2844,1872,4715
UCL113012,..,1768,1768,2496,163,2658,976,24,1000,903,10,913,414,0,418,214,3,218,5006,1969,6974
UCL113013,..,1167,1167,1198,111,1309,610,21,628,530,3,534,251,0,253,108,0,109,2700,1300,4001
UCL113014,..,1140,1140,1174,116,1287,594,13,605,540,3,544,228,0,228,114,0,114,2640,1274,3920
UCL113015,..,1477,1477,2106,141,2244,680,11,693,616,6,624,249,0,249,110,0,110,3754,1639,5391
UCL113016,..,1350,1350,1514,98,1610,752,21,773,646,4,645,295,0,303,173,0,173,3377,1476,4853
UCL113017,..,1291,1291,1419,112,1531,744,10,753,789,8,790,319,0,319,133,0,133,3399,1419,4819
UCL113018,..,1130,1130,1517,106,1629,503,8,507,408,0,412,203,0,203,112,0,112,2744,1248,3993
UCL113019,..,2382,2382,2343,200,2539,877,33,909,757,3,759,355,5,356,206,0,206,4537,2614,7155
UCL113020,..,1611,1611,2158,122,2286,586,3,587,544,3,551,227,0,232,107,0,107,3628,1739,5370
UCL114001,..,683,683,737,41,781,253,3,261,211,0,210,112,0,112,34,0,34,1350,735,2081
UCL114002,..,441,441,622,32,657,272,3,275,262,0,262,113,0,113,56,0,56,1320,478,1801
UCL114003,..,880,880,878,210,1085,433,110,541,388,43,434,124,26,146,45,3,50,1866,1269,3137
UCL114004,..,1229,1229,1486,68,1557,293,10,306,190,4,190,86,0,86,49,0,49,2110,1310,3419
UCL114005,..,1348,1348,1185,98,1288,487,10,503,415,6,413,207,3,210,130,0,130,2428,1464,3891
UCL114006,..,919,919,880,65,943,334,8,339,241,3,242,94,0,94,46,0,41,1590,998,2589
UCL114007,..,813,813,895,52,950,233,5,235,205,0,206,107,0,111,39,0,39,1478,876,2352
UCL114008,..,698,698,828,45,879,244,3,251,222,0,222,99,0,99,28,0,28,1425,753,2177
UCL114009,..,1104,1104,1086,69,1150,434,9,443,306,0,306,146,0,146,91,0,91,2065,1173,3242
UCL114010,..,950,950,934,58,995,298,6,306,258,3,267,134,3,137,48,3,50,1675,1018,2700
UCL114011,..,888,888,881,62,941,325,5,335,270,0,270,164,0,164,77,0,77,1713,957,2675
UCL114012,..,776,776,662,57,722,228,4,233,191,0,192,104,0,99,44,0,44,1228,835,2064
UCL114013,..,994,994,942,70,1007,437,17,456,366,3,368,162,3,162,79,0,79,1992,1078,3075
UCL114014,..,269,269,525,22,547,372,0,375,517,0,517,190,0,190,60,0,60,1665,292,1958
UCL114015,..,1227,1227,1196,89,1288,511,12,517,396,3,399,206,4,210,96,0,96,2398,1342,3739
UCL114016,..,788,788,843,45,887,331,17,344,299,4,301,154,0,154,76,0,76,1704,851,2556
UCL114017,..,381,381,720,68,782,395,22,420,360,6,372,157,3,158,43,0,43,1677,481,2152
UCL114018,..,368,368,921,40,965,511,3,516,605,0,605,279,0,279,118,0,118,2429,413,2839
UCL114019,..,1004,1004,1309,71,1381,355,8,359,247,0,247,91,0,91,46,0,46,2044,1081,3129
UCL114020,..,853,853,812,80,889,392,6,404,321,0,321,144,0,144,72,0,72,1738,943,2677
UCL114021,..,909,909,978,68,1044,383,7,391,393,9,396,175,0,175,76,0,79,2007,988,2993
UCL114022,..,1034,1034,1073,123,1191,470,9,480,404,0,404,233,0,233,106,0,106,2288,1166,3457
UCL114023,..,1108,1108,977,75,1055,292,5,296,167,0,167,108,0,112,51,0,51,1589,1197,2790
UCL114024,..,640,640,688,59,755,284,4,290,265,0,268,145,0,148,58,0,58,1445,712,2154
UCL114025,..,1148,1148,1155,59,1210,491,9,504,424,5,427,237,3,240,130,0,130,2444,1219,3666
UCL114026,..,424,424,787,63,845,328,10,334,431,0,431,166,0,166,73,0,73,1784,495,2283
UCL114027,..,694,694,867,34,902,202,3,201,218,0,218,106,0,106,47,0,47,1434,730,2170
UCL114028,..,690,690,905,56,959,221,6,223,155,0,155,79,0,79,36,0,36,1401,746,2150
UCL114029,..,480,480,747,70,815,352,5,353,310,0,310,150,0,148,47,0,47,1606,556,2167
UCL114030,..,721,721,818,35,854,279,4,283,302,3,300,116,0,116,56,0,56,1564,761,2323
UCL114031,..,721,721,869,58,929,337,5,337,326,0,326,156,0,156,90,0,90,1773,784,2558
UCL114032,..,864,864,1111,77,1184,255,7,259,184,0,184,78,0,78,38,0,36,1672,946,2618
UCL114033,..,266,266,340,13,357,62,0,62,72,0,72,37,0,37,14,0,14,527,285,815
UCL114034,..,587,587,614,45,658,294,3,295,277,0,283,127,0,131,53,0,53,1366,642,2007
UCL114035,..,974,974,839,78,924,353,11,364,299,3,302,151,0,151,80,0,80,1725,1070,2792
UCL115001,..,200,200,228,11,239,99,0,100,96,0,96,49,0,49,15,0,15,493,209,706
UCL115002,..,61,61,127,10,136,66,0,66,98,0,98,55,0,55,33,0,33,377,73,449
UCL115003,..,192,192,259,12,270,80,3,80,71,0,71,22,0,22,13,0,16,451,205,655
UCL115004,..,155,155,153,4,160,61,0,63,36,0,36,32,0,32,16,0,16,291,160,450
UCL115005,..,127,127,160,26,188,101,3,108,106,0,109,42,0,42,7,0,7,423,164,589
UCL115006,..,235,235,355,15,374,166,0,166,189,0,189,98,0,98,55,0,55,871,252,1122
UCL115007,..,210,210,178,12,188,41,0,41,33,0,33,13,0,13,6,0,6,272,225,501
UCL115008,..,177,177,230,20,246,64,3,66,75,0,75,42,0,42,17,0,17,421,199,614
UCL115009,..,226,226,167,16,185,42,0,45,28,0,28,24,0,24,3,0,3,265,239,506
UCL115010,..,155,155,184,14,196,74,0,72,73,0,73,46,0,46,19,0,19,384,175,564
UCL115011,..,137,137,151,11,165,39,3,41,36,0,36,17,0,17,3,0,9,254,156,407
UCL115012,..,562,562,520,37,554,226,0,227,170,3,167,72,0,73,44,0,44,1029,604,1632
UCL115013,..,336,336,348,43,387,179,3,184,174,0,172,58,0,57,28,0,28,787,381,1170
UCL115014,..,223,223,252,12,261,67,3,71,39,0,39,18,0,18,14,0,14,393,244,633
UCL115015,..,250,250,351,12,367,80,3,80,81,0,81,36,0,36,11,0,11,566,259,826
UCL115016,..,186,186,176,15,196,39,0,39,25,0,30,15,0,15,6,0,6,263,207,466
UCL115017,..,647,647,686,69,756,209,4,216,165,4,174,58,0,56,17,0,17,1141,723,1862
UCL115018,..,352,352,342,15,356,167,0,167,140,0,140,66,0,66,30,0,30,744,366,1106
UCL115019,..,164,164,153,10,161,63,4,65,52,0,52,20,0,20,9,0,9,296,175,473
UCL115020,..,217,217,420,19,443,135,0,134,153,0,153,65,0,65,35,0,35,799,239,1036
UCL115021,..,183,183,172,17,188,60,0,60,48,0,48,28,0,28,9,0,9,314,195,508
UCL115022,..,187,187,167,7,175,89,0,88,61,0,61,46,0,46,33,0,33,387,198,582
UCL115023,..,77,77,136,5,143,79,3,80,111,0,112,40,0,40,21,0,21,386,86,475
UCL115024,..,160,160,167,15,181,58,0,62,51,0,51,24,0,24,10,0,10,319,176,494
UCL115025,..,234,234,311,22,329,164,4,166,157,0,157,76,0,76,24,0,24,732,255,989
UCL115026,..,271,271,319,17,334,109,3,111,95,0,95,42,0,42,17,0,17,584,289,872
UCL115027,..,265,265,199,34,235,91,3,95,55,3,55,29,0,29,4,0,4,369,307,679
UCL115028,..,129,129,166,13,177,67,0,68,43,0,43,20,0,20,4,0,4,295,144,445
UCL115029,..,323,323,437,13,451,101,0,100,93,0,93,47,0,47,24,0,24,698,331,1033
UCL115030,..,157,157,263,20,284,89,4,93,114,0,114,46,0,46,21,0,21,531,176,710
UCL115031,..,129,129,340,10,350,196,4,197,242,0,242,106,0,106,30,0,30,909,145,1055
UCL115032,..,77,77,144,0,141,98,0,98,112,0,112,75,0,75,20,0,20,451,76,529
UCL115033,..,216,216,348,25,369,172,4,176,172,0,173,80,0,80,28,0,29,801,243,1043
UCL115034,..,300,300,459,29,485,155,3,154,129,0,129,62,0,62,32,0,32,844,325,1166
UCL115035,..,46,46,128,3,128,71,0,71,66,0,66,52,0,52,19,0,19,334,48,379
UCL115036,..,239,239,189,8,199,76,0,77,50,0,50,28,0,28,12,0,12,355,252,611
UCL115037,..,434,434,435,24,462,154,0,154,171,0,171,89,0,89,38,0,38,883,463,1344
UCL115038,..,80,80,134,14,145,82,0,82,84,0,84,31,0,31,34,0,34,364,91,457
UCL115039,..,331,331,313,19,333,144,3,152,121,0,118,58,0,58,42,0,42,681,350,1036
UCL115040,..,151,151,210,11,215,87,0,87,70,0,70,38,0,38,26,0,26,432,158,591
UCL115041,..,360,360,344,14,353,102,0,108,86,0,86,45,0,45,26,0,26,609,375,981
UCL115042,..,293,293,241,23,268,121,0,126,75,0,75,34,0,34,36,0,36,516,320,830
UCL115043,..,94,94,167,15,184,91,3,93,103,0,105,39,0,39,14,0,16,408,120,524
UCL115044,..,313,313,319,11,337,98,0,93,82,0,82,35,0,35,20,0,20,554,329,880
UCL115045,..,435,435,538,35,575,166,0,170,131,0,131,56,0,56,28,0,28,917,470,1385
UCL115046,..,132,132,142,10,153,44,3,47,57,0,57,22,0,22,13,0,13,278,147,423
UCL115047,..,226,226,330,14,352,63,3,65,64,0,64,35,0,35,13,0,13,506,248,753
UCL115048,..,184,184,164,10,178,62,0,62,68,0,68,28,0,28,10,0,10,331,196,529
UCL115049,..,189,189,155,8,168,53,0,53,34,0,34,16,0,16,6,0,6,266,200,464
UCL115050,..,44,44,111,4,113,62,0,63,61,0,61,40,0,40,14,0,14,290,46,341
UCL115051,..,313,313,293,9,306,114,0,114,85,0,85,42,0,42,15,0,15,552,325,880
UCL115052,..,425,425,414,32,448,152,0,151,102,0,109,62,0,62,24,0,24,750,466,1215
UCL115053,..,168,168,278,49,331,164,42,204,185,31,216,79,4,79,26,3,28,730,302,1028
UCL115054,..,430,430,439,42,484,123,4,129,106,0,106,52,0,52,23,0,23,743,480,1224
UCL115055,..,188,188,291,16,308,61,0,62,47,0,47,22,0,22,5,0,5,429,213,637
UCL115056,..,293,293,278,25,301,73,0,71,61,0,61,33,0,33,16,0,16,459,315,767
UCL115057,..,141,141,214,23,234,112,3,115,119,0,119,55,0,55,26,0,26,527,162,686
UCL115058,..,88,88,124,7,131,64,0,64,36,0,36,23,0,23,16,0,16,267,96,363
UCL115059,..,70,70,131,13,139,78,0,78,91,0,91,44,0,44,20,0,20,358,77,436
UCL115060,..,73,73,114,3,120,66,0,65,81,0,85,38,0,38,12,0,12,319,77,393
UCL115061,..,328,328,515,26,535,205,4,205,251,6,258,121,0,121,37,0,37,1135,362,1494
UCL115062,..,329,329,327,22,351,111,0,111,96,0,96,58,0,62,29,0,29,624,356,981
UCL115063,..,91,91,224,6,232,185,3,187,164,0,164,74,0,74,40,0,40,690,101,788
UCL115064,..,383,383,366,28,388,108,0,106,84,0,84,42,0,42,19,0,19,620,406,1032
UCL115065,..,34,34,118,6,129,114,0,114,121,0,121,49,0,49,13,0,13,410,35,451
UCL115066,..,181,181,238,10,243,51,0,53,30,0,30,16,0,16,9,0,9,346,191,535
UCL115067,..,347,347,313,19,332,82,3,87,57,0,57,36,0,36,19,0,19,506,373,875
UCL115068,..,210,210,265,22,283,162,0,157,168,0,168,81,0,81,49,0,49,715,232,945
UCL115069,..,252,252,227,14,246,96,0,97,74,0,76,44,0,44,19,0,19,465,262,733
UCL115070,..,63,63,267,7,277,72,3,73,73,0,73,43,0,43,29,0,29,486,67,554
UCL115071,..,262,262,272,16,291,96,0,98,70,0,70,41,0,41,19,0,19,502,275,773
UCL115072,..,211,211,245,22,262,103,3,108,91,4,90,39,0,39,22,0,22,494,234,732
UCL115073,..,289,289,302,21,326,74,0,74,84,0,84,31,0,31,21,0,21,508,313,820
UCL115074,..,369,369,632,26,654,131,0,131,77,0,81,33,0,33,15,0,15,885,392,1279
UCL115075,..,313,313,310,15,328,114,0,112,82,0,83,45,0,45,14,0,14,563,325,891
UCL115076,..,120,120,196,16,210,134,0,140,135,0,135,72,0,72,39,0,39,572,137,714
UCL115077,..,132,132,140,10,149,52,3,54,39,0,45,17,0,17,4,0,4,253,144,401
UCL115078,..,185,185,178,12,188,42,0,45,50,0,50,22,0,22,13,0,13,307,196,505
UCL115079,..,265,265,365,17,383,108,3,112,106,0,109,41,0,39,16,0,19,636,289,927
UCL115080,..,290,290,364,18,381,60,0,60,44,0,44,17,0,17,8,0,8,489,317,803
UCL115081,..,211,211,168,49,213,74,15,91,72,7,86,26,7,31,4,4,9,342,298,646
UCL115082,..,77,77,128,9,137,57,0,57,66,0,66,40,0,40,26,0,26,319,87,399
UCL115083,..,97,97,223,7,231,65,0,65,54,0,59,29,0,29,10,0,10,388,106,494
UCL115084,..,422,422,443,30,473,194,3,200,176,3,175,81,0,85,48,4,56,939,466,1404
UCL115085,..,245,245,167,16,188,53,0,56,39,0,39,16,0,16,15,0,15,289,259,549
UCL115086,..,154,154,183,14,194,62,3,64,41,0,41,23,0,23,14,0,14,324,168,489
UCL115087,..,162,162,215,14,230,98,0,98,76,0,76,37,0,37,14,0,14,442,178,621
UCL115088,..,80,80,143,11,155,45,0,45,58,0,58,32,0,32,12,0,12,293,92,383
UCL115089,..,405,405,347,36,388,129,0,134,96,0,96,56,0,56,26,0,26,653,443,1099
UCL115090,..,127,127,151,3,157,47,0,48,46,0,46,31,0,31,16,0,16,295,131,425
UCL115091,..,229,229,440,25,468,158,0,158,151,0,151,78,0,78,29,0,29,845,260,1103
UCL115092,..,286,286,435,36,472,136,4,142,93,0,91,33,0,33,22,0,22,729,323,1051
UCL115093,..,252,252,178,20,199,63,0,63,48,0,48,11,0,11,19,0,19,311,272,583
UCL115094,..,348,348,376,27,399,124,3,126,101,0,104,66,0,66,25,0,25,692,372,1065
UCL115095,..,376,376,387,32,421,129,4,134,71,0,72,40,0,40,22,0,22,650,414,1066
UCL115096,..,205,205,407,15,414,86,0,90,86,0,87,35,0,35,19,0,19,631,221,846
UCL115097,..,299,299,257,15,273,110,3,114,68,0,68,46,0,46,24,0,24,503,317,827
UCL115098,..,140,140,172,13,185,53,0,53,44,0,44,28,0,28,18,0,18,306,154,461
UCL115099,..,180,180,191,12,205,86,0,83,85,0,85,50,0,50,17,0,17,423,192,620
UCL115100,..,408,408,353,24,378,127,0,127,83,0,88,43,0,48,25,0,25,639,429,1065
UCL115101,..,364,364,351,50,396,192,14,203,164,0,163,60,0,62,24,0,24,790,428,1222
UCL115102,..,61,61,167,5,169,62,4,64,128,0,128,73,0,73,37,0,37,459,70,529
UCL115103,..,570,570,623,28,652,135,3,136,87,0,87,29,0,29,22,0,22,893,605,1493
UCL115104,..,508,508,472,38,507,161,4,164,155,0,155,76,0,79,27,0,27,888,552,1440
UCL115105,..,384,384,422,25,444,175,3,171,145,0,145,85,0,85,56,0,56,876,417,1287
UCL115106,..,263,263,239,13,254,81,3,80,89,0,89,39,0,39,30,0,30,477,277,753
UCL115107,..,325,325,309,23,330,104,0,105,108,0,108,58,0,58,19,0,19,600,344,948
UCL115108,..,495,495,523,89,620,253,19,269,227,0,229,70,3,66,23,0,23,1098,608,1703
UCL115109,..,481,481,608,47,659,193,0,196,155,0,155,68,0,66,25,0,25,1051,532,1587
UCL115110,..,202,202,224,9,233,68,0,68,54,0,54,26,0,26,18,0,18,397,212,608
UCL115111,..,213,213,241,16,259,75,0,75,64,0,64,17,0,17,15,0,15,418,226,647
UCL115112,..,257,257,372,15,391,211,0,211,195,0,196,91,0,91,47,0,47,922,281,1201
UCL115113,..,71,71,195,5,206,154,0,154,213,0,213,88,0,88,27,0,27,675,78,759
UCL115114,..,219,219,248,26,271,90,0,90,78,0,78,41,0,41,9,0,9,479,238,714
UCL115115,..,355,355,353,24,381,144,3,145,110,0,110,52,0,52,28,0,28,676,389,1068
UCL115116,..,354,354,420,19,435,251,5,252,210,0,210,115,0,115,50,0,50,1044,378,1417
UCL115117,..,102,102,165,10,172,67,0,67,77,0,77,40,0,40,13,0,13,356,113,470
UCL115118,..,252,252,430,42,469,211,3,216,203,0,203,95,0,97,40,0,45,981,302,1284
UCL115119,..,618,618,606,43,646,251,16,262,233,4,239,120,0,118,32,0,32,1242,682,1924
UCL115120,..,521,521,524,25,546,123,0,120,123,0,122,47,0,47,19,0,19,827,545,1376
UCL115121,..,217,217,355,18,372,235,3,239,318,0,318,171,0,171,82,0,82,1163,233,1397
UCL115122,..,90,90,136,12,153,64,0,63,61,0,61,27,0,33,11,0,11,300,103,411
UCL115123,..,104,104,181,13,199,67,0,67,54,0,54,32,0,32,14,0,14,348,114,461
UCL115124,..,157,157,236,30,266,131,9,138,108,0,111,41,3,43,14,0,14,536,204,734
UCL115125,..,54,54,134,12,141,77,0,77,107,0,107,36,0,37,13,0,13,372,71,438
UCL115126,..,554,554,648,37,684,132,4,136,103,0,103,29,0,29,21,0,21,929,593,1527
UCL115127,..,337,337,457,31,482,261,4,272,266,0,269,116,0,116,83,0,83,1185,375,1559
UCL115128,..,408,408,575,40,611,194,3,195,186,0,186,95,0,98,45,0,45,1087,450,1544
UCL115129,..,241,241,238,17,257,81,0,81,56,0,56,22,0,22,7,0,7,408,253,662
UCL115130,..,303,303,571,16,584,77,3,82,57,0,57,20,0,20,17,0,17,736,324,1060
UCL115131,..,567,567,575,35,614,199,0,199,146,0,146,81,0,81,53,0,53,1059,604,1663
UCL115132,..,487,487,431,21,458,112,3,113,95,0,99,36,0,36,26,0,26,706,512,1211
UCL115133,..,77,77,161,8,166,96,0,95,109,0,109,63,0,63,31,0,31,458,84,535
UCL115134,..,209,209,296,18,310,161,4,163,178,0,178,98,0,98,49,0,49,781,225,1008
UCL115135,..,335,335,405,22,419,90,0,90,73,0,73,36,0,36,16,0,16,618,350,970
UCL115136,..,125,125,170,11,174,45,0,45,30,0,30,11,0,11,7,0,7,259,132,397
UCL115137,..,184,184,194,11,206,68,0,67,66,0,66,30,0,30,18,0,18,371,190,561
UCL115138,..,326,326,500,21,523,85,0,90,63,0,63,25,0,25,13,0,13,683,347,1029
UCL115139,..,315,315,337,27,356,101,0,101,109,0,109,48,0,48,24,0,24,622,337,959
UCL115140,..,406,406,437,34,472,123,0,123,101,0,101,26,0,26,14,0,14,696,447,1141
UCL115141,..,172,172,223,15,237,61,5,65,58,0,59,25,0,25,3,0,3,370,193,569
UCL115142,..,348,348,464,26,496,135,8,140,116,0,121,38,0,38,11,0,11,769,383,1152
UCL115143,..,216,216,214,12,230,59,0,61,50,0,50,30,0,30,7,0,7,353,230,588
UCL115144,..,141,141,129,11,137,68,0,72,71,0,71,30,0,30,34,0,34,342,157,490
UCL115145,..,97,97,97,0,101,57,3,59,70,0,70,32,0,32,16,0,16,271,103,372
UCL115146,..,179,179,224,15,236,86,0,86,110,0,110,51,0,51,25,0,25,501,192,690
UCL115147,..,160,160,172,11,183,57,3,59,42,0,42,22,0,22,6,0,6,304,176,477
UCL115148,..,217,217,194,17,212,65,3,70,45,0,45,28,0,28,18,0,18,353,235,591
UCL115149,..,204,204,153,15,174,73,0,73,78,0,78,41,0,41,18,0,18,367,223,589
UCL115150,..,619,619,494,50,542,228,3,234,190,0,189,83,0,83,54,0,54,1049,675,1720
UCL115151,..,194,194,199,18,215,53,0,53,31,0,31,12,0,12,9,0,9,309,207,514
UCL115152,..,220,220,186,20,204,67,0,67,53,0,50,26,0,26,4,0,4,345,238,578
UCL115153,..,364,364,379,8,392,107,0,110,82,0,82,72,0,72,32,0,32,674,378,1048
UCL115154,..,112,112,179,11,188,115,0,115,142,0,142,58,0,58,34,0,34,523,127,652
UCL115155,..,39,39,85,0,85,78,0,76,136,0,136,45,0,45,21,0,21,361,38,396
UCL115156,..,553,553,573,49,617,246,4,246,193,0,197,89,0,89,51,0,51,1148,610,1759
UCL115157,..,190,190,271,11,281,138,0,138,129,0,129,43,0,43,22,0,22,603,200,805
UCL115158,..,554,554,619,43,667,240,8,251,186,5,193,103,3,106,65,5,76,1223,623,1843
UCL115159,..,99,99,136,7,142,73,0,77,88,0,90,55,0,55,36,0,36,390,107,501
UCL115160,..,120,120,172,7,174,54,0,54,61,0,61,33,0,33,16,0,16,332,127,456
UCL115161,..,105,105,128,8,139,57,0,57,46,0,46,20,0,20,14,0,14,265,116,383
UCL121001,..,113,113,115,0,113,31,0,31,51,0,51,20,0,20,3,0,3,220,119,333
UCL121002,..,95,95,80,6,87,34,0,39,28,0,28,7,0,7,4,0,4,159,109,267
UCL121003,..,82,82,105,3,112,37,0,37,26,0,26,9,0,9,3,0,3,189,90,275
UCL121004,..,49,49,80,7,83,23,0,23,27,0,27,21,0,21,8,0,8,164,51,217
UCL121005,..,19,19,51,7,59,26,0,26,27,0,27,24,0,24,11,0,11,147,24,164
UCL121006,..,64,64,100,4,106,25,0,25,21,0,21,4,0,4,5,0,5,167,66,227
UCL121007,..,127,127,114,11,123,50,0,50,51,0,51,23,0,23,6,0,6,239,132,372
UCL121008,..,170,170,129,8,135,27,0,27,36,0,36,13,0,13,4,0,4,203,177,381
UCL121009,..,40,40,45,9,49,29,0,29,27,0,27,3,0,3,21,0,21,119,49,164
UCL121010,..,109,109,109,11,121,32,0,32,30,0,32,17,0,17,13,0,13,202,118,320
UCL121011,..,123,123,94,12,109,51,0,49,41,0,41,29,0,28,16,0,16,224,138,363
UCL121012,..,28,28,92,4,98,51,0,47,63,0,63,22,0,22,18,0,18,248,28,275
UCL121013,..,91,91,78,14,94,37,0,43,26,0,26,22,0,22,18,0,18,184,105,281
UCL121014,..,70,70,91,5,95,34,0,30,42,0,42,16,0,16,6,0,6,189,82,269
UCL121015,..,46,46,60,6,69,36,0,40,26,0,26,9,0,9,6,0,6,136,53,192
UCL121016,..,55,55,113,3,119,64,0,64,51,0,51,19,0,19,10,0,10,259,61,315
UCL121017,..,22,22,91,0,98,23,0,23,39,0,39,22,0,22,10,0,10,194,19,216
UCL121018,..,42,42,55,5,65,29,0,33,25,0,25,13,0,13,4,0,4,141,49,184
UCL121019,..,97,97,79,4,87,26,0,22,15,0,15,20,0,20,6,0,6,149,105,255
UCL121020,..,95,95,115,6,124,26,0,26,26,0,26,18,0,18,3,0,3,192,105,295
UCL121021,..,83,83,92,8,99,20,0,26,7,0,7,6,0,6,0,0,0,128,90,220
UCL121022,..,102,102,120,22,142,43,0,40,50,0,50,25,0,25,12,0,12,251,128,375
UCL121023,..,37,37,64,0,64,24,0,24,30,0,30,20,0,20,9,0,9,147,40,188
UCL121024,..,37,37,52,7,55,36,0,36,42,0,42,21,0,21,6,0,6,163,39,204
UCL121025,..,138,138,137,12,152,56,4,59,32,0,32,10,0,10,5,0,5,241,152,395
UCL121026,..,34,34,67,9,80,29,0,29,23,0,23,11,0,11,9,0,9,147,46,187
UCL121027,..,23,23,100,6,113,54,0,54,55,0,55,30,0,30,22,0,22,263,29,293
UCL121028,..,94,94,116,4,117,32,0,32,16,0,16,6,0,6,0,0,0,170,105,268
UCL121029,..,55,55,78,5,82,34,0,35,23,0,23,13,0,13,12,0,12,156,62,216
UCL121030,..,63,63,62,3,63,30,0,30,18,0,18,7,0,7,6,0,6,123,68,183
UCL121031,..,88,88,114,16,132,46,0,48,49,0,49,17,0,17,6,0,6,248,104,349
UCL121032,..,68,68,151,8,165,41,0,41,33,0,33,18,0,18,9,0,9,263,78,336
